claim,study,architecture,role_tier,lmax,width_label,width,global_step,seed,N_trainable_params,D_atom_tokens,C_flops,checkpoint_path,checkpoint_sha256,status,source_file
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",MC-EGNN,PRECROSS,,hc,160,300000,,2745453,519819133,1.2026500337429005e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=300000.ckpt,5ac77d3abfd549aba2a7ebc857337fee36e092f3789977acdb1e552f35fc4ad9,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",MC-EGNN,FITX,,hc,160,400000,,2745453,693092019,1.603533012004937e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=400000.ckpt,cabaa2dba54ab699d60e7899a10a97054f6fdbf72bc343d41e134093ef417c1b,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",MC-EGNN,TOP,,hc,320,500000,,10372498,866325306,7.572466388481238e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-320-neutral-epoch/mc_egnn/run_9745363_params_10.4_million/dim_320_step_step=500000.ckpt,088e7169926ddf93f9d7230d79d2c2ec3ffa011ff811b48174c7e873c867a894,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",GemNet-OC,PRECROSS,,width,80,450000,,1398416,779777582,1.1508645680800122e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_gemnet_oc/gemnet-oc-atom80-neutral-epoch/gemnet_oc/run_10325230_params_1.4_million/dim_80_step_step=450000.ckpt,a42d692b500231bc0637d21132e17c94370013d800edfedafd6b5d1f8936e3e4,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",GemNet-OC,FITX,,width,96,450000,,1958880,779777582,1.61211369515264e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_gemnet_oc/gemnet-oc-atom96-neutral-epoch/gemnet_oc/run_9902521_params_2.0_million/dim_96_step_step=450000.ckpt,d88540f4d9aa63f23bead032ba897e40dcd2fb3f6607d6a75f9be0c62cdc7319,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",GemNet-OC,POSTCROSS,,width,112,400000,,2618672,693194561,1.9158139924273338e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_gemnet_oc/gemnet-oc-atom112-neutral-epoch/gemnet_oc/run_10325231_params_2.6_million/dim_112_step_step=400000.ckpt,5db12d8f9229224e16c84334be5bda4b9a480ee270b94d8136815aa029f69e08,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",GemNet-OC,TOP,,width,256,400000,,13026560,693194561,9.530199246486084e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_gemnet_oc/gemnet-oc-atom256-neutral-epoch/gemnet_oc/run_9816217_params_13.0_million/dim_256_step_step=400000.ckpt,8c0a070bcc8d351cb6a5ab151bccefc491d673685167b618aa4af6283d6d95af,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",eSEN,PRECROSS,4,sphere_channels,8,350000,,878434,606536446,1.1885752289735322e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=350000.ckpt,9c23fe92f5ecf8c7d8327b07ecf3b16be5abb550263f5ced302f956088b760e0,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",eSEN,CROSS,4,sphere_channels,20,150000,,2144170,259982236,1.2435507843387587e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch/esen/run_9741258_params_2.1_million/dim_32_step_step=150000.ckpt,c4936ad116093575861a6f27920e256ed29ab3cb55605c343e422bdf8d372337,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",eSEN,FITX,4,sphere_channels,20,200000,,2144170,346575759,1.657746173616457e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch/esen/run_9741258_params_2.1_million/dim_32_step_step=200000.ckpt,b7d9299cf2b7caabc817486ad32296ac374927715e1dd029c9a08d5bc3ebabae,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",eSEN,POSTCROSS,4,sphere_channels,40,125000,,4253730,216671114,2.056040059928345e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=125000.ckpt,264ef2fdf94e6f375c6ca289ee9fecfb042d48f352e817bed9bb653bb8c90a4d,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",eSEN,TOP,4,sphere_channels,64,350000,,6785202,606536446,9.180795621277942e+17,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=350000.ckpt,8278b7baed419448a7a59e27ec74af6ba97d3e49bf06b65ef011c8409d8bcb36,EXISTING,"upstream-analysis/analysis_scripts/owners_dense_grid_2026_08_23.py (N/D/C/checkpoint_path cross-checked against paper_repro/data/claim1/four_arch_force_checkpoint_table.csv); checkpoint_sha256 computed directly from the on-disk file by run_dense_grid_large_m_kernels_2026_08_23.py's provenance check (real sha256_file() call, 2026-08-23)"
1,"dense_grid_claim1_2026_08_23 (PRECROSS/CROSS/FITX/POSTCROSS/TOP extension, see paper_repro/DENSER_GRID_PROPOSAL_V2.md)",MPNN,"PRECROSS (reuses existing MID checkpoint verbatim, no new kernel built)",,hc,1150,500000,,16106329,866390858,9.754108964876658e+16,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_corrected_stats/dim-1150-neutral-epoch-corrected-stats/mpnn/run_10325226_params_16.1_million/dim_1150_step_step=500000.ckpt,2b5e3626b3e1b39b96825705332ecf8b8c870f4c60c09be03b2d1591fc387269,EXISTING_REUSED_FOR_PRECROSS,identical checkpoint/row to the existing claim=1 MID MPNN row above; duplicated here only to give PRECROSS a complete 4-architecture manifest row set. See owners_dense_grid_2026_08_23.py BUDGET_TO_TAGS.
